LANGUAGE1,SENTENCE1,LANGUAGE2,SENTENCE2,COSINE SIMILARITY
DE,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5468961
DE,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",FR,Le pasty se cuit au four.,0.49167854
DE,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",FR,Le pasty se cuit au four.,0.49006015
DE,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.60289323
DE,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5381902
DE,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.47494417
DE,Besonders in den Zinn-Minen war Pasty nicht nur wegen ihres Geschmacks und ihres hohen Sättigungsfaktors eine beliebte Mahlzeit.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.58103335
DE,Sie diente auch als präventive Maßnahme gegen Arsenvergiftung.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.52751327
DE,"Während des Arbeitstages kamen viele Bergleute zum Essen nicht an die Oberfläche, so dass sie sich auch nicht waschen konnten.",FR,Le pasty se cuit au four.,0.472093
DE,"Um das giftige Arsen, das beim Abbau von Zinn freigesetzt wird, nicht mit der Nahrung zu sich zu nehmen, hielten sie die Teigtaschen an der dicken Kruste, während sie den Inhalt der Tasche aßen.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.4701873
DE,Die kontaminierte Kruste warfen sie anschließend weg.,FR,Le pasty se cuit au four.,0.57473636
DE,Dabei handelte es sich meist um die Ecke mit den Initialen.,FR,Le pasty se cuit au four.,0.5514542
DE,"Unter den abergläubischen Minenarbeitern erzählte man sich, die Minenkobolde seien für Unglücke und Katastrophen in den Bergwerken verantwortlich.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5070238
DE,"Um diese zu verhindern, warf man die arsenvergiftete Pasty-Kruste auf den Boden, in der Hoffnung, die Kobolde mögen sie essen und daran sterben.Nachdem der Bergbau in der Region an Bedeutung verlor, blieb die Pasty weiterhin eine beliebte Speise.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.51325023
DE,"Die Finnen, die Ende des 19.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.48707682
DE,"Jahrhunderts einwanderten, hatten Gefallen an den Teigtaschen gefunden.",FR,Le pasty se cuit au four.,0.6238446
DE,"Sie brachten das Gericht mit in ihre Heimat, wo sie sehr populär wurde.",FR,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.4433395
DE,Mit den in England bleibenden Finnen blieb die Pasty auch in England populär.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5230795
DE,Die Zutaten und die Machart der Speise haben sich seither kaum verändert.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.50881827
DE,Seit 2007 ist die Bezeichnung ‚Cornish Pasty‘ eine geschützte geografische Angabe (g.g.A.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5467069
DE,; engl.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.54777265
DE,": PGI) und darf daher nur für Pasty verwendet werden, welche die dafür festgelegten Bestimmungen erfüllt.Im Jahr 2016 wurde eine Fleischpastete im Vorfeld eines internationalen Esswettbewerbs mit einem Wetterballon in Richtung Stratosphäre geschickt.",FR,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.5400567
DE,"== Herstellung ==
Da im Laufe der Jahre viele Nationen ihre eigenen Variationen von Pasty herstellten, gibt es immer wieder Debatten darüber, wer die Speise eigentlich erfunden hat.",FR,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.5138079
DE,In einem waren und sind sich allerdings alle einig: in eine Pasty gehören mindestens Kartoffeln und Zwiebeln.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5580838
DE,"In eine Cornish Pasty gehört neben Kartoffeln und Zwiebeln noch gehacktes Rindfleisch, Steckrüben und Gewürze – hauptsächlich Salz und Pfeffer.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5593806
DE,"Der Fleischanteil muss dabei mindestens 12,5 % betragen, der Gemüseanteil mindestens 25 %.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.3842005
DE,Das Gemüse kommt in der Zubereitung roh in die Tasche und wird erst beim Backen im Ofen gegart.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.47326314
DE,Der Teig einer Cornish Pasty muss herzhaft sein.,FR,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.5784648
DE,"Die Dicke des Teigs und der Kruste ist nicht vorgeschrieben, allerdings muss sie dem Backprozess und der Handhabung beim Essen standhalten, ohne zu brechen.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.50405055
DE,Die Kruste ist für eine Cornish Pasty obligatorisch.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5313987
DE,Die typische goldbraune Farbe erhält die Tasche durch das Bestreichen vor dem Backprozess mit Milch oder Ei.,FR,Le pasty se cuit au four.,0.5131121
DE,"== Wirtschaft ==
Jährlich werden über 120 Millionen Cornish Pastys hergestellt, mit denen ein Handelswert von knapp 300 Millionen Pfund pro Jahr erwirtschaftet wird.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.37426966
DE,Dies entspricht ca.,FR,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.491072
DE,20 % des Gesamtumsatzes von Cornwalls Lebensmittelmarkt.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5034006
DE,In der Produktion sind etwa 2.000 Menschen in Vollzeit angestellt.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.4565637
DE,"Sie produzieren die Backwaren jedoch nicht nur für den heimischen Markt, sondern exportieren sie auch in verschiedene Länder auf der ganzen Welt.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.41479027
DE,"In eine Cornish Pasty gehört neben Kartoffeln und Zwiebeln noch gehacktes Rindfleisch, Steckrüben und Gewürze – hauptsächlich Salz und Pfeffer.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.51051676
DE,Die kontaminierte Kruste warfen sie anschließend weg.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.45652357
DE,"Erst über die Jahrhunderte entwickelte das Gebäck sich zu einer Speise, die vor allem von Farmern und Bergleuten während der Arbeit gegessen wurde.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5085535
DE,Jahrhundert zurück.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.40808845
DE,"Der Fleischanteil muss dabei mindestens 12,5 % betragen, der Gemüseanteil mindestens 25 %.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.3842005
DE,In einem waren und sind sich allerdings alle einig: in eine Pasty gehören mindestens Kartoffeln und Zwiebeln.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5580838
DE,"Die Teigtasche ist geformt wie ein „D“, wobei die Kruste, an welcher die Tasche nach dem Befüllen geschlossen wird, an der runden Außenseite verläuft.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.40271297
DE,"Der Fleischanteil muss dabei mindestens 12,5 % betragen, der Gemüseanteil mindestens 25 %.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.3842005
DE,Jahrhundert zurück.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.48928243
DE,"Es handelt sich dabei um eine gefüllte Teigware, deren Füllung typischerweise aus Rindfleisch, Kartoffeln, Steckrüben, Zwiebeln, Salz und Pfeffer besteht.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.48735482
DE,"Erst über die Jahrhunderte entwickelte das Gebäck sich zu einer Speise, die vor allem von Farmern und Bergleuten während der Arbeit gegessen wurde.",FR,Le pasty se cuit au four.,0.5185329
DE,In einem waren und sind sich allerdings alle einig: in eine Pasty gehören mindestens Kartoffeln und Zwiebeln.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.55002046
DE,Die kontaminierte Kruste warfen sie anschließend weg.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.45652357
DE,"Der Fleischanteil muss dabei mindestens 12,5 % betragen, der Gemüseanteil mindestens 25 %.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.3283556
DE,In einem waren und sind sich allerdings alle einig: in eine Pasty gehören mindestens Kartoffeln und Zwiebeln.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5580838
DE,Die Kruste ist für eine Cornish Pasty obligatorisch.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5313987
DE,Mit den in England bleibenden Finnen blieb die Pasty auch in England populär.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.65097755
DE,"Es handelt sich dabei um eine gefüllte Teigware, deren Füllung typischerweise aus Rindfleisch, Kartoffeln, Steckrüben, Zwiebeln, Salz und Pfeffer besteht.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5632629
DE,Sie diente auch als präventive Maßnahme gegen Arsenvergiftung.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.45347363
DE,"Erst über die Jahrhunderte entwickelte das Gebäck sich zu einer Speise, die vor allem von Farmern und Bergleuten während der Arbeit gegessen wurde.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.550241
DE,Jahrhundert zurück.,FR,Le pasty se cuit au four.,0.47330773
DE,Sie diente auch als präventive Maßnahme gegen Arsenvergiftung.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.45347363
DE,Mit den in England bleibenden Finnen blieb die Pasty auch in England populär.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5230795
DE,Sie diente auch als präventive Maßnahme gegen Arsenvergiftung.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.52751327
DE,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.50592566
DE,Die typische goldbraune Farbe erhält die Tasche durch das Bestreichen vor dem Backprozess mit Milch oder Ei.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5200769
DE,Mit den in England bleibenden Finnen blieb die Pasty auch in England populär.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5230795
DE,"Die Teigtaschen waren wie ein Eintopf, für den es keinen Teller brauchte.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.60503435
DE,Mit den in England bleibenden Finnen blieb die Pasty auch in England populär.,FR,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.5179203
DE,"Die Dicke des Teigs und der Kruste ist nicht vorgeschrieben, allerdings muss sie dem Backprozess und der Handhabung beim Essen standhalten, ohne zu brechen.",FR,Le pasty se cuit au four.,0.5561313
DE,Mit den in England bleibenden Finnen blieb die Pasty auch in England populär.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.65097755
DE,Dies hatte praktikable Gründe.,FR,Le pasty se cuit au four.,0.43907157
DE,"Während des Arbeitstages kamen viele Bergleute zum Essen nicht an die Oberfläche, so dass sie sich auch nicht waschen konnten.",FR,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.39520705
DE,"Es handelt sich dabei um eine gefüllte Teigware, deren Füllung typischerweise aus Rindfleisch, Kartoffeln, Steckrüben, Zwiebeln, Salz und Pfeffer besteht.",FR,Le pasty se cuit au four.,0.5359655
DE,"Die Teigtaschen waren wie ein Eintopf, für den es keinen Teller brauchte.",FR,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.61686444
DE,"Es handelt sich dabei um eine gefüllte Teigware, deren Füllung typischerweise aus Rindfleisch, Kartoffeln, Steckrüben, Zwiebeln, Salz und Pfeffer besteht.",FR,Le pasty se cuit au four.,0.5359655
DE,Sie diente auch als präventive Maßnahme gegen Arsenvergiftung.,FR,Le pasty se cuit au four.,0.5130768
DE,"Um das giftige Arsen, das beim Abbau von Zinn freigesetzt wird, nicht mit der Nahrung zu sich zu nehmen, hielten sie die Teigtaschen an der dicken Kruste, während sie den Inhalt der Tasche aßen.",FR,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.5358468
DE,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5190081
DE,"Es handelt sich dabei um eine gefüllte Teigware, deren Füllung typischerweise aus Rindfleisch, Kartoffeln, Steckrüben, Zwiebeln, Salz und Pfeffer besteht.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5632629
DE,"Die Teigtasche ist geformt wie ein „D“, wobei die Kruste, an welcher die Tasche nach dem Befüllen geschlossen wird, an der runden Außenseite verläuft.",FR,Le pasty se cuit au four.,0.489561
DE,Damals war sie den höheren Klassen vorbehalten und mit unterschiedlichen Inhalten gefüllt.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.47524583
DE,"Um das giftige Arsen, das beim Abbau von Zinn freigesetzt wird, nicht mit der Nahrung zu sich zu nehmen, hielten sie die Teigtaschen an der dicken Kruste, während sie den Inhalt der Tasche aßen.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.4701873
DE,"== Herstellung ==
Da im Laufe der Jahre viele Nationen ihre eigenen Variationen von Pasty herstellten, gibt es immer wieder Debatten darüber, wer die Speise eigentlich erfunden hat.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.59103525
DE,"Die Teigtaschen waren wie ein Eintopf, für den es keinen Teller brauchte.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.60503435
DE,In der Produktion sind etwa 2.000 Menschen in Vollzeit angestellt.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.4565637
DE,In einem waren und sind sich allerdings alle einig: in eine Pasty gehören mindestens Kartoffeln und Zwiebeln.,FR,Le pasty se cuit au four.,0.54989326
DE,"Um das giftige Arsen, das beim Abbau von Zinn freigesetzt wird, nicht mit der Nahrung zu sich zu nehmen, hielten sie die Teigtaschen an der dicken Kruste, während sie den Inhalt der Tasche aßen.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.4701873
DE,"Um das giftige Arsen, das beim Abbau von Zinn freigesetzt wird, nicht mit der Nahrung zu sich zu nehmen, hielten sie die Teigtaschen an der dicken Kruste, während sie den Inhalt der Tasche aßen.",FR,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.5358468
DE,Sie diente auch als präventive Maßnahme gegen Arsenvergiftung.,FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.45347363
DE,In einem waren und sind sich allerdings alle einig: in eine Pasty gehören mindestens Kartoffeln und Zwiebeln.,FR,Le pasty se cuit au four.,0.54989326
DE,Dies hatte praktikable Gründe.,FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.43677443
DE,"== Geschichte ==
Die Ursprünge der Cornish Pasty gehen bis in das 13.",FR,Le pasty se cuit au four.,0.6050782
DE,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",FR,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.50592566
DE,"Es handelt sich dabei um eine gefüllte Teigware, deren Füllung typischerweise aus Rindfleisch, Kartoffeln, Steckrüben, Zwiebeln, Salz und Pfeffer besteht.",FR,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.48735482
DE,"Cornish Pasty [kɔːnɪʃ pæstɪ] (Wortursprung Französisch: Paste/Pasta – eine Pastete mit beliebigem Inhalt, die ohne Geschirr und Besteck gegessen werden kann) ist die Bezeichnung für eine englische Version der Fleischpastete, die mit der Region um Cornwall assoziiert wird.",EN,"A pasty () is a British baked pastry, a traditional variety of which is particularly associated with Cornwall, South West England, but has spread all over the British Isles, and elsewhere through the Cornish diaspora.",0.74370563
DE,"Es handelt sich dabei um eine gefüllte Teigware, deren Füllung typischerweise aus Rindfleisch, Kartoffeln, Steckrüben, Zwiebeln, Salz und Pfeffer besteht.",EN,"It is made by placing an uncooked filling, typically meat and vegetables, in the middle of a flat shortcrust pastry circle, bringing the edges together in the middle, and crimping over the top to form a seal before baking.",0.5807998
DE,"Die Teigtasche ist geformt wie ein „D“, wobei die Kruste, an welcher die Tasche nach dem Befüllen geschlossen wird, an der runden Außenseite verläuft.",EN,"The traditional Cornish pasty, which since 2011 has had Protected Geographical Indication (PGI) status in Europe, is filled with beef, sliced or diced potato, swede (also known as yellow turnip or rutabaga – referred to in Cornwall and other parts of the West Country as turnip) and onion, seasoned with salt and pepper, and baked.",0.51204956
DE,"== Geschichte ==
Die Ursprünge der Cornish Pasty gehen bis in das 13.",EN,"Today, the pasty is the food most associated with Cornwall.",0.6784864
DE,Jahrhundert zurück.,EN,It is a traditional dish and accounts for 6% of the Cornish food economy.,0.38253552
DE,Damals war sie den höheren Klassen vorbehalten und mit unterschiedlichen Inhalten gefüllt.,EN,"Pasties with many different fillings are made, and some shops specialise in selling pasties.",0.46314758
DE,"Neben Rindfleisch enthielten sie auch Lamm oder Meeresfrüchte, Obst und passende Saucen.",EN,"The origins of the pasty are unclear, though there are many references to them throughout historical documents and fiction.",0.39952567
DE,"Erst über die Jahrhunderte entwickelte das Gebäck sich zu einer Speise, die vor allem von Farmern und Bergleuten während der Arbeit gegessen wurde.",EN,"The pasty is now popular worldwide because of the spread of Cornish miners and sailors from across Cornwall, and variations can be found in Australia, Mexico, the United States, Ulster and elsewhere.",0.5425436
DE,Dies hatte praktikable Gründe.,EN,"Pasties resemble turnovers from many other cuisines and cultures, including the bridie in Scotland, empanada in Spanish-speaking countries, pirog in Eastern Europe, samsa in Central Asia, and the curry puff in Southeast Asia.",0.38063127
DE,"Die Teigtaschen waren wie ein Eintopf, für den es keinen Teller brauchte.",EN,"== History ==
Despite the modern pasty's strong association with Cornwall, its origins are unclear.",0.55047965
DE,Die komplette Mahlzeit war an einem Stück und dazu noch leicht zu erwärmen.,EN,"The English word ""pasty"" derives from Medieval French (O.Fr.",0.57971686
DE,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,EN,"paste from V.Lat pasta) for a pie, filled with venison, salmon or other meat, vegetables or cheese, baked without a dish.",0.5233389
DE,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",EN,Pasties have been mentioned in cookbooks throughout the ages.,0.5312842
DE,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",EN,"For example, the earliest version of Le Viandier (Old French) has been dated to c. 1300 and contains several pasty recipes.",0.5002838
DE,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",EN,"In 1393, Le Menagier de Paris contains recipes for pasté with venison, veal, beef, or mutton.Other early references to pasties include a 13th-century charter that was granted by King John of England (in 1208) to the town of Great Yarmouth.",0.55338585
DE,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",EN,"The town was bound to send to the sheriffs of Norwich every year one hundred herrings, baked in twenty four pasties, which the sheriffs delivered to the lord of the manor of East Carlton who then conveyed them to the king.",0.5605391
DE,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,EN,"Around the same time, 13th-century chronicler Matthew Paris wrote of the monks of St Albans Abbey ""according to their custom, lived upon pasties of flesh-meat"".",0.46137446
DE,Besonders in den Zinn-Minen war Pasty nicht nur wegen ihres Geschmacks und ihres hohen Sättigungsfaktors eine beliebte Mahlzeit.,EN,"In 1465, 5,500 venison pasties were served at the installation feast of George Neville, archbishop of York and chancellor of England.",0.49767777
DE,Sie diente auch als präventive Maßnahme gegen Arsenvergiftung.,EN,"The earliest reference for a pasty in Devon or Cornwall can be found in Plymouth city records of 1509/10, which describe ""Itm for the cooke is labor to make the pasties 10d"".",0.49237394
