Language 1,Sentence 1,Language 2,Sentence 2,Cosine similarity
de,"Die Teigtaschen waren wie ein Eintopf, für den es keinen Teller brauchte.",fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.42248735
de,Die komplette Mahlzeit war an einem Stück und dazu noch leicht zu erwärmen.,fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.61819774
de,Die komplette Mahlzeit war an einem Stück und dazu noch leicht zu erwärmen.,fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.55750084
de,Die komplette Mahlzeit war an einem Stück und dazu noch leicht zu erwärmen.,fr,Le pasty se cuit au four.,0.6463008
de,Die komplette Mahlzeit war an einem Stück und dazu noch leicht zu erwärmen.,fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.5538567
de,Die komplette Mahlzeit war an einem Stück und dazu noch leicht zu erwärmen.,fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5538126
de,Die komplette Mahlzeit war an einem Stück und dazu noch leicht zu erwärmen.,fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.41977656
de,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.5055519
de,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.50743884
de,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,fr,Le pasty se cuit au four.,0.49862272
de,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.47356522
de,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.54689616
de,Eine offene Flamme und eine Schaufel oder etwas ähnliches genügten bereits.,fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.46695584
de,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.50592566
de,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.47435024
de,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",fr,Le pasty se cuit au four.,0.49167857
de,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.44468945
de,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5288228
de,"Da die Mahlzeit aber auch kalt gegessen werden konnte, war dieses Werkzeug nicht einmal nötig.",fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.41514105
de,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.56682086
de,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.4937641
de,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",fr,Le pasty se cuit au four.,0.49006012
de,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.47616524
de,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5496517
de,"Aufgrund der festen Rollenverteilung war es nicht unüblich, dass die Ehefrauen der Bergleute die Mahlzeiten für ihre Männer vorbereiteten.",fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.36992338
de,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.6028933
de,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.5988
de,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",fr,Le pasty se cuit au four.,0.5115464
de,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.5670003
de,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.51900816
de,"Damit es beim Essen zu keinen Verwechslungen kommen konnte und jeder Bergmann seine eigene, mit seiner Lieblingsfüllung versehene Pasty bekam, wurden die Initialen des Besitzers auf den Rand der Pasty gedrückt.",fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.4235673
de,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.573158
de,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.59459174
de,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",fr,Le pasty se cuit au four.,0.54400575
de,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.5403124
de,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.53819036
de,"Dieses Stück wurde beim Essen in der Hand gehalten und zuletzt gegessen oder weggeworfen, sodass auch bei einer halb gegessenen Pasty noch der Besitzer erkannt werden konnte.Im 18. und 19.",fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.4221382
de,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.45476067
de,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.4444628
de,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,fr,Le pasty se cuit au four.,0.45122802
de,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.39656913
de,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.4749441
de,Jahrhundert blühte der Bergbau in der Region um Cornwall auf und es wurde viel Kupfer und Zinn abgebaut.,fr,"Il existe des mets analogues dans bien d'autres cultures et cuisines, tels que le bridie écossais, l'empanada dans les pays hispanophones, le pirog en Bélarus et en Ukraine, le samsa en Asie centrale, ou le shaobing en Chine.",0.42253083
de,Besonders in den Zinn-Minen war Pasty nicht nur wegen ihres Geschmacks und ihres hohen Sättigungsfaktors eine beliebte Mahlzeit.,fr,"Un pasty est une sorte de pâtisserie salée, britannique d'origine, dont une forme particulière est traditionnellement associée avec les Cornouailles,.",0.62851596
de,Besonders in den Zinn-Minen war Pasty nicht nur wegen ihres Geschmacks und ihres hohen Sättigungsfaktors eine beliebte Mahlzeit.,fr,"Un pasty se prépare en plaçant une garniture, généralement de la viande et des légumes, sur la moitié d'une abaisse que l'on rabat en pressant les bords pour les refermer et former une poche refermant le contenu.",0.52251136
de,Besonders in den Zinn-Minen war Pasty nicht nur wegen ihres Geschmacks und ihres hohen Sättigungsfaktors eine beliebte Mahlzeit.,fr,Le pasty se cuit au four.,0.5702739
de,Besonders in den Zinn-Minen war Pasty nicht nur wegen ihres Geschmacks und ihres hohen Sättigungsfaktors eine beliebte Mahlzeit.,fr,"Le pasty est proche d'une tourte, mais généralement avec une garniture dans une pâte rabattue, plutôt qu'entre deux abaisses, et formé sans moule à tarte.",0.57790303
de,Besonders in den Zinn-Minen war Pasty nicht nur wegen ihres Geschmacks und ihres hohen Sättigungsfaktors eine beliebte Mahlzeit.,fr,Les origines du pasty sont incertaines mais on dénombre d'amples références à travers des documents historiques et de la fiction.,0.5810335
