LANGUAGE1,SENTENCE1,LANGUAGE2,SENTENCE2,COSINE SIMILARITY
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",EN,"The Middle Low German term schöne, meaning fine bread, may also have played a role in the origination of this word.",0.5238381
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",EN,"If the explanation put forward by Sheila MacNiven Cameron is true, the word may also be based on the town of Scone ( ) (Scots: Scone, Scottish Gaelic: Sgàin) in Scotland, the ancient capital of that country – where Scottish monarchs were crowned, and on whose Stone of Scone the monarchs of the United Kingdom are still crowned today.",0.615031
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"== History ==
When baking powder became available to the masses, scones began to be the oven-baked, well-leavened items we know today.",0.60187757
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"Modern scones are widely available in British bakeries, grocery stores, and supermarkets.",0.43127927
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"A 2005 market report estimated the UK scone market to be worth £64m, showing a 9% increase over the previous five years.",0.3869515
ES,La tradición de freír los scones es también muy común en Nueva Zelanda.,EN,"The increase is partly due to an increasing consumer preference for impulse and convenience foods.Scones sold commercially are usually round, although some brands are hexagonal, as this shape may be tessellated for space efficiency.",0.51051855
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",EN,"When prepared at home, they may take various shapes, including triangles, rounds and squares.",0.48247772
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,Baking scones at home is often closely tied to heritage baking.,0.61932755
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"They tend to be made using family recipes rather than recipe books, since it is often a family member who holds the ""best"" and most-treasured recipe.In 2023, a West London woman completed a decade-long project to sample a scone at every National Trust location (244 sites across England, Wales and Northern Ireland).",0.50696373
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"== Varieties ==
Scones are often lightly sweetened, but may also be savoury.",0.33476612
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"They frequently include raisins, currants, cheese or dates.",0.58440834
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",EN,"In Scotland and Ulster, savoury varieties of scone include soda scones, also known as soda farls, sour dough scones known as soor dook scones made with sour milk, and potato scones, normally known as tattie scones, which resemble small, thin savoury pancakes made with potato flour.",0.6870377
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,Potato scones are most commonly served fried in a full Scottish breakfast or an Ulster fry.,0.63598526
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",EN,"The griddle scone (or ""girdle scone"" in Scots) is a variety of scone that is cooked on a griddle on the stove top rather than baked in the oven.",0.70258164
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",EN,"This usage is also common in New Zealand, where scones of all varieties form an important part of traditional colonial New Zealand cuisine.",0.5136673
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",EN,"Other common varieties include the dropped scone, or drop scone, like a pancake, after the method of dropping the batter onto the griddle or frying pan to cook it, and the lemonade scone, which is made with clear lemonade and cream instead of butter and milk.",0.66260374
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"The fruit scone or fruited scone contains currants, sultanas, peel and glacé cherries mixed into the dough.",0.5778955
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"To achieve lightness and flakiness, scones may be made with cream instead of milk.",0.45636165
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"In some countries one may also encounter savoury varieties of scone that may contain or be topped with combinations of cheese, onion, bacon, etc.",0.46092534
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",EN,"Scones can be presented with various toppings and condiments, typically butter, jam and cream.",0.50308233
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",EN,Strawberries are also sometimes used.,0.4025573
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"== Regional variations ==
=== Australia ===
Pumpkin scones, made by adding mashed cooked pumpkin to the dough mixture, had increased exposure during the period when Florence Bjelke-Petersen was in the public eye.",0.58333135
ES,La tradición de freír los scones es también muy común en Nueva Zelanda.,EN,"Date scones, which contain chopped dried dates, can also be found in Australia.",0.6937063
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",EN,"Another old style of cooking scones, generally in the colder months, is to deep-fry or deep pan-fry them in dripping or oil; prepared this way, they are called ""puftaloons"".",0.6187519
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"=== Hungary ===
In Hungary, a pastry very similar to the British version exists under the name ""pogácsa"".",0.38661963
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,The name has been adopted by several neighbouring nations' languages.,0.4440559
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"Pogácsa is almost always savoury and served with varied seasonings and toppings, like dill and cheese.",0.39759582
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"=== Norway ===
Norwegian scones may contain raisins and orange and lemon bits.",0.4557776
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",EN,"Instead of using butter, like most scone recipes, Norwegian scones use cultured milk instead.",0.5217995
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"=== New Zealand ===
Scones make up a part of kiwiana, and are among the most popular recipes in the Edmonds Cookery Book, New Zealand's best-selling cook book.",0.57304084
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"The Edmonds recipe is unsweetened, using only flour, baking powder, salt, butter and milk.",0.61412954
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"Other ingredients such as cheese, sultanas and dates can be added.Cheese scones are a popular snack sold in cafes or tea shops, where they are commonly served toasted with butter.",0.51537883
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",EN,"=== South Africa ===
Scones are commonly served with clotted cream and jam; grated cheddar cheese is another popular accompaniment.",0.5441794
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",EN,"=== South America ===
Scones are quite popular in Argentina as well as Uruguay.",0.52303064
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",EN,"They were brought there by Irish, English and Scottish immigrants and by Welsh immigrants in Patagonia (Britons are the third largest foreign community in Argentina).",0.5044756
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"They are usually accompanied by tea, coffee or mate.",0.60354626
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"=== United States ===
American scones are sweet, heavy, dry and crumbly, similar to British rock cakes.",0.4219425
ES,La tradición de freír los scones es también muy común en Nueva Zelanda.,EN,"They are usually triangular, and often contain fruit such as blueberries or sultanas, or such flavorings as pumpkin, cinnamon or chocolate chips.",0.3709876
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",EN,They may also be topped with icing.,0.4997005
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"They are often eaten as they are (not topped with butter, jam or cream), along with coffee or tea, and often appear in US coffee houses.",0.6109559
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"American biscuits are more similar to traditional British scones, but are usually savory and served with savory meals.",0.29655948
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",EN,"In Idaho and Utah, the bread products locally called ""scones"" are similar to Native American frybread or New Orleans beignets and are made from a sweet yeast dough, with buttermilk and baking powder or soda added, and they are fried rather than baked.",0.60370725
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",EN,They are customarily served with butter and either honey or maple syrup.,0.46768337
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",EN,"=== Zimbabwe ===
In Zimbabwe scones are popular and often eaten for breakfast with English tea, jam and clotted cream.",0.46568778
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",EN,"Originally brought to the country during its period of British colonial rule, the scone is sometimes seen as symbolic of the country's historic link to the UK that has become Zimbabweanified.",0.6108041
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",FR,"Le scone est un petit pain, ou cake lorsque la recette inclut du sucre, d'origine écossaise.",0.7220483
ES,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",FR,"Les scones sont particulièrement populaires au Royaume-Uni, en Irlande, en Australie, en Nouvelle-Zélande ainsi qu'aux États-Unis et au Canada anglais.",0.8103266
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,"Les scones sont principalement constitués de blé, orge ou avoine, avec de la levure comme levain.",0.5558044
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Pris avec du thé, de la confiture et une crème épaisse nommée clotted cream, il constitue un des composants du cream tea vendu comme ensemble au Royaume-Uni.",0.4782352
ES,"Se suele servir templado y abierto por la mitad, y aparece como un ingrediente del high tea (merienda-cena) en Escocia.",FR,"== Histoire ==
Le mot pourrait provenir du néerlandais schoonbrood, qui signifie littéralement « bon pain » (ref : Dictionnaire Kramers dans l'un des dialectes du moyen néerlandais parlé entre 1150 et 1500).",0.55693626
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Le terme schoon peut être interprété dans le sens de pur, propre.",0.49747688
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"L'Oxford English Dictionary, dictionnaire de référence pour la langue anglaise, mentionne que la première apparition du mot remonte à 1513.",0.38710392
ES,"En Escocia, cuando los scones se fríen en vez de hornearlos son llamados griddle scones.",FR,"Le scone d'origine était rond et plat, habituellement de la taille d'une petite assiette.",0.57813585
ES,La tradición de freír los scones es también muy común en Nueva Zelanda.,FR,Il était fait d'avoine sans levain et cuit au four sur une poêle à frire en fonte (nommée griddle en anglais et girdle en Scots).,0.55363363
ES,El bísquet es una variante creada en México por inmigrantes chinos llegados de los Estados Unidos.,FR,"Pour le service, il était coupé en quarts, chacun de la forme d'un triangle.",0.49949425
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"De nos jours, le large gâteau rond dans son ensemble serait appelé bannock, et ses quarts des scones.",0.4476859
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",FR,"En Écosse, les mots sont souvent utilisés de façon interchangeable.",0.5735867
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"Quand l'usage de la levure se démocratisa, les scones commencèrent à devenir des gâteaux cuits au four et ayant fortement levé, tels que nous les connaissons aujourd'hui.",0.6062853
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Les scones actuels sont facilement disponibles dans les boulangeries britanniques, les épiceries et les supermarchés.",0.46493155
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"Une analyse du marché en 2005 estima le marché britannique des scones à 64 millions de £, montrant une augmentation de 9 % par rapport aux cinq années précédentes.",0.4171247
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,Cette augmentation serait partiellement due à une préférence accrue des consommateurs pour le prêt à consommer.,0.41224164
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",FR,"== Phonétique ==
La prononciation du mot à travers le Royaume-Uni varie.",0.62141
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Selon une étude universitaire, les deux tiers de la population britannique le prononcent /skɒn/, ce qui est la même prononciation de la voyelle que pour celle du prénom « John » ; cette proportion monte à 99 % dans le cas de la population écossaise.",0.4687219
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Les autres le prononcent /skoʊn/, rimant en anglais avec « Joan ».",0.4460917
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Les dictionnaires britanniques montrent habituellement la version /skɒn/ comme la prononciation de référence, tout en reconnaissant l'existence de la version /skoʊn/.",0.57245374
ES,La tradición de freír los scones es también muy común en Nueva Zelanda.,FR,"== Variations ==
Les scones du commerce sont généralement de forme ronde, bien que certaines versions moins chères soient hexagonales afin de minimiser le gaspillage de pâte.",0.4887049
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"Lorsque préparé à la maison, les formes variées des scones incluent les triangles, les ronds et les carrés,.",0.5882082
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Cuisiner des scones à la maison relève souvent d'un patrimoine culinaire familial, puisqu'ils tendent à être faits à partir de la meilleure recette du membre de la famille plutôt que de livres.",0.55974597
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"=== Royaume-Uni ===
Les scones britanniques sont le plus souvent légèrement sucrés, mais peuvent également être salés.",0.6987922
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Ils contiennent fréquemment des raisins, groseilles, fromage ou dattes.",0.6101135
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"En Écosse et en Ulster, on retrouve des variations salées du scone telles que les soda scones, également connus comme farls à la levure, et les scones de pomme de terre généralement appelés tattie scones et prenant l'apparence de petites galettes de pommes de terre minces et salées.",0.37233812
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,Les scones de pomme de terre sont le plus souvent servis frits dans un petit-déjeuner écossais complet.,0.6504062
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,Le girddle scone est une variation où le scone est frit plutôt que cuit.,0.5807131
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",FR,"Un girddle, en anglais, se réfère à une poêle à frire en fonte, et elle est appelée girdle en scots d'où le nom de girdle scones.",0.6653613
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,La cuisson par friture est également courante en Nouvelle-Zélande où les scones de toutes sortes forment une partie importante de la cuisine traditionnelle.,0.60995114
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"Lorsque la pâte du scone est lâchée dans la poêle, il s'agit d'un dropped scone (« scone lâché »).",0.63494205
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Les scones ronds britanniques peuvent ressembler aux biscuits nord-américains, mais ils utilisent du beurre froid pour obtenir une texture délicate et feuilletée tandis que les biscuits sont le plus souvent faits de graisse alimentaire et sont plutôt friables.",0.43237904
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Par ailleurs, les scones sont servis avec du thé ou du café, ou comme dessert, tandis que les biscuits s'utilisent en tant que pain ou souvent avec le petit-déjeuner.",0.5444695
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"=== États-Unis ===
Les scones des États-Unis sont typiquement sucrés, secs et plus larges que leurs homologues britanniques.",0.40424305
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",FR,"La garniture de ceux vendus par les cafés-restaurants est faite de canneberges, myrtilles, noix ou morceaux de chocolat, voire avec originalité de smarties et M&M's.",0.48056453
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"Des préparations pour scones offrent des touches florales en leur donnant des odeurs de rose, violette, jasmin, lavande, ou fleurs d'oranger.",0.46759617
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Le scone à la limonade est une version récemment introduite faite de limonade et de crème, remplaçant le beurre et le lait ; la garniture est alors généralement constituée d'épices telles que de la cannelle ou des graines de pavot.",0.7112025
ES,La tradición de freír los scones es también muy común en Nueva Zelanda.,FR,"Dans l'Utah, les scones sont faits avec une pâte levée et sucrée, du lait fermenté, de la levure chimique, et ils sont frits plutôt que cuits au four.",0.45040798
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,Le beurre et le miel forment l'accompagnement habituel.,0.46469426
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"=== Autres pays ===
En Australie, Florence Bjelke-Petersen participa à rendre célèbre les scones à la citrouille : épouse du Premier ministre du Queensland, les médias citèrent ses commentaires simples et ses recettes de scones à la citrouille.",0.35254923
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Le cream tea australien, populaire à travers le pays, est formé de scones servis avec de la confiture et de la crème, accompagnés de thé.",0.5959397
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Au Canada, les scones sont populaires en Colombie-Britannique, province de la côte ouest, où ils sont couramment vendus dans les boulangeries et les épiceries.",0.39845553
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Les scones sont également au menu en Argentine où ils furent amenés par les immigrants Irlandais et Anglais, ainsi que par les Gallois pour le cas de la Patagonie.",0.3570744
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"Ils sont généralement accompagnés de thé, café ou maté.",0.4163109
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,== Galerie ==,0.41996875
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Lorsque préparé à la maison, les formes variées des scones incluent les triangles, les ronds et les carrés,.",0.47825322
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Selon une étude universitaire, les deux tiers de la population britannique le prononcent /skɒn/, ce qui est la même prononciation de la voyelle que pour celle du prénom « John » ; cette proportion monte à 99 % dans le cas de la population écossaise.",0.30598766
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,"Les scones sont également au menu en Argentine où ils furent amenés par les immigrants Irlandais et Anglais, ainsi que par les Gallois pour le cas de la Patagonie.",0.54876703
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"Le scone à la limonade est une version récemment introduite faite de limonade et de crème, remplaçant le beurre et le lait ; la garniture est alors généralement constituée d'épices telles que de la cannelle ou des graines de pavot.",0.5970261
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,Cette augmentation serait partiellement due à une préférence accrue des consommateurs pour le prêt à consommer.,0.41224164
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,La cuisson par friture est également courante en Nouvelle-Zélande où les scones de toutes sortes forment une partie importante de la cuisine traditionnelle.,0.5258186
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Cuisiner des scones à la maison relève souvent d'un patrimoine culinaire familial, puisqu'ils tendent à être faits à partir de la meilleure recette du membre de la famille plutôt que de livres.",0.3512866
ES,La tradición de freír los scones es también muy común en Nueva Zelanda.,FR,"Ils contiennent fréquemment des raisins, groseilles, fromage ou dattes.",0.452839
ES,"Existen también versiones saladas en el Úlster y en Escocia como los soda scones y los tattie scones, unos pastelitos de harina de patata fritos.",FR,"En Écosse et en Ulster, on retrouve des variations salées du scone telles que les soda scones, également connus comme farls à la levure, et les scones de pomme de terre généralement appelés tattie scones et prenant l'apparence de petites galettes de pommes de terre minces et salées.",0.8863973
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Ils contiennent fréquemment des raisins, groseilles, fromage ou dattes.",0.806134
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Le scone d'origine était rond et plat, habituellement de la taille d'une petite assiette.",0.38617873
ES,"== Variantes ==
Los scones suelen ser dulces y contienen a menudo uvas pasas, arándanos, queso o dátiles.",FR,"Les autres le prononcent /skoʊn/, rimant en anglais avec « Joan ».",0.5619153
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",FR,"En Écosse, les mots sont souvent utilisés de façon interchangeable.",0.5737748
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",FR,"Dans l'Utah, les scones sont faits avec une pâte levée et sucrée, du lait fermenté, de la levure chimique, et ils sont frits plutôt que cuits au four.",0.5907234
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",FR,Les scones de pomme de terre sont le plus souvent servis frits dans un petit-déjeuner écossais complet.,0.6627386
ES,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",DE,"Ein Scone ([skɒn], auch [skoʊn]) ist ein von den britischen Inseln stammendes Gebäck, das oft zur Tea time gereicht wird.",0.78479517
ES,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",DE,"== Etymologie ==
Der Ausdruck wird im Englischen in der Regel im Plural (Scones) gebraucht, obwohl man ein einzelnes dieser Gebäckstücke auch als Scone bezeichnet.",0.47145155
ES,"En Escocia, las porciones triangulares o redondos de la torta de pan aplanada llamada bannock (probablemente el antepasado del maritorito) se conocen igualmente como skone.",DE,"Das Wort scone stammt wohl vom niederländischen Begriff schoonbrood (deutsch „Sauberes Brot“; Brot aus feinem Mehl) und fand zunächst den Weg in das Scots, bevor es im 19.",0.65446305
ES,"Está elaborado con harina de trigo, centeno o avena, mantequilla, levadura y maíz.",DE,Jahrhundert auch in den englischen Sprachgebrauch überging.,0.349472
ES,"Se suele servir templado y abierto por la mitad, y aparece como un ingrediente del high tea (merienda-cena) en Escocia.",DE,"== Zubereitung ==
Das ursprünglich eher flache Gebäck wird heute aus Weizen-, Gersten- oder Hafermehl und Backpulver als Triebmittel hergestellt.",0.5688405
