LANGUAGE1,SENTENCE1,LANGUAGE2,SENTENCE2,COSINE SIMILARITY
EN,Well into the 20th century the absence of refrigeration made it expedient in many domestic kitchens to store cooked meat rather than raw.,FR,"L'expression shepherd's pie n'est apparue qu'en 1877, et a été depuis employée comme synonyme de cottage pie, que le principal ingrédient soit du bœuf ou du mouton,,,,,,.",0.5719056
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",FR,"Dans les anciens livres de recettes, ce plat était présenté comme le moyen d'utiliser les restes de toutes sortes de viandes rôties, la tourte étant bordée et recouverte de purée de pommes de terre,.",0.577482
EN,Modern recipes for cottage pie typically use fresh beef.,FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.7138171
EN,"=== Shepherd's pie ===
A recipe for shepherd's pie published in Edinburgh in 1849 in The Practice of Cookery and Pastry specifies cooked meat of any kind, sliced rather than minced, covered with mashed potato and baked.",FR,"== Variantes ==
Il existe différentes variantes de ce plat :
le cumberland pie est une version recouverte d'une couche de chapelure ;
le fish pie, variante britannique au poisson ;
une version végétarienne peut être préparée avec du soja ou d'autres succédanés de viande (comme le  tofu ou le quorn), ou des légumineuses, comme les lentilles ou les pois chiches.Des plats similaires sont préparés dans de nombreux pays : 
le pastel de papa en Argentine ;
le pastelón de papa en République dominicaine, avec une couche de pommes de terre, une ou deux de viande, une autre couche de pommes de terre, le tout recouvert d'une couche de fromage ;
le hachis parmentier en France ;
le siniyet batata (littéralement « assiette de pommes de terre »), ou kibbet batata en Israel, Jordanie, Syrie et Liban ;
le pâté chinois au Québec et au Nouveau-Brunswick ;
le Kartofel'naya zapekanka (Картофельная запеканка) en Russie ;
le bolo de batata au Brésil (littéralement « gâteau de pommes de terre ») ;
l’empadão au Portugal, avec deux couches de purée de pomme de terre et une couche de bœuf haché au milieu.",0.6104682
EN,In the 1850s the term was also used for a Scottish dish that contained a mutton and diced potato filling inside a pastry crust.,FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.6114902
EN,"Neither shepherd's pie nor cottage pie was mentioned in the original edition of Mrs Beeton's Household Management in 1861.More recently ""shepherd's pie"" has generally been used for a potato-topped dish of minced lamb.",FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.71820164
EN,"According to the Oxford Companion to Food, ""In keeping with the name, the meat should be mutton or lamb; and it is usually cooked meat left over from a roast"".",FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.70653224
EN,"As with beef, it was commonplace in the days before refrigeration to cook a Sunday joint to last in various guises throughout the week.",FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.62608093
EN,"Dorothy Hartley quotes a traditional verse, ""Vicarage mutton"", showing not only the uses to which the joint was put, but also the interchangeability of the terms ""shepherd's"" and ""cottage"" pie:
=== Hachis Parmentier ===
The dish Hachis Parmentier is named after Antoine-Augustin Parmentier, who popularised the potato in French cuisine in the late 18th century.",FR,"cottage, qui désignait la demeure rurale du paysan).",0.5724274
EN,It is documented from the late 19th century.,FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.49185348
EN,It is usually made with chopped or minced lamb or beef; in either case it may be made with either fresh or left-over cooked meat.,FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.6969233
EN,"(The modern English term ""hash"" derives from the French hachis, meaning food ""finely chopped"".",FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.5932025
EN,)In some recipes a layer of sauté potatoes is put in the cooking dish before the meat filling and mashed potato topping are added.,FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.5692038
EN,"A more elaborate version by Auguste Escoffier, named Hachis de boeuf à Parmentier, consists of baked potatoes, the contents of which are removed, mixed with freshly-cooked diced beef, returned to the potato shells and covered with sauce lyonnaise.",FR,"L'expression shepherd's pie n'est apparue qu'en 1877, et a été depuis employée comme synonyme de cottage pie, que le principal ingrédient soit du bœuf ou du mouton,,,,,,.",0.5946393
EN,"== Variations ==
There are no universally agreed ingredients for any of the three dishes.",FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.5167465
EN,"The 24 recipes cited in the table show the varieties of titles and ingredients recommended by cooks and food writers from Australia, Britain, Canada, France and the US.",FR,"== Variantes ==
Il existe différentes variantes de ce plat :
le cumberland pie est une version recouverte d'une couche de chapelure ;
le fish pie, variante britannique au poisson ;
une version végétarienne peut être préparée avec du soja ou d'autres succédanés de viande (comme le  tofu ou le quorn), ou des légumineuses, comme les lentilles ou les pois chiches.Des plats similaires sont préparés dans de nombreux pays : 
le pastel de papa en Argentine ;
le pastelón de papa en République dominicaine, avec une couche de pommes de terre, une ou deux de viande, une autre couche de pommes de terre, le tout recouvert d'une couche de fromage ;
le hachis parmentier en France ;
le siniyet batata (littéralement « assiette de pommes de terre »), ou kibbet batata en Israel, Jordanie, Syrie et Liban ;
le pâté chinois au Québec et au Nouveau-Brunswick ;
le Kartofel'naya zapekanka (Картофельная запеканка) en Russie ;
le bolo de batata au Brésil (littéralement « gâteau de pommes de terre ») ;
l’empadão au Portugal, avec deux couches de purée de pomme de terre et une couche de bœuf haché au milieu.",0.4489348
EN,"== Similar dishes ==
Fillings for other pies with a mashed potato topping are numerous, and include artichoke hearts and red peppers; black pudding; chicken and spinach; chorizo; curried chicken; duck; rabbit; salmon; salt cod; turkey and ham; and flaked white fish with shrimps, in a white sauce.Other pies with non-pastry toppings include:",FR,"cottage, qui désignait la demeure rurale du paysan).",0.46802163
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",FR,"Dans les anciens livres de recettes, ce plat était présenté comme le moyen d'utiliser les restes de toutes sortes de viandes rôties, la tourte étant bordée et recouverte de purée de pommes de terre,.",0.577482
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.56958216
EN,"The two English terms have been used interchangeably since they came into use in the late 18th and early 19th centuries, although some writers insist that a shepherd's pie should contain lamb or mutton, and a cottage pie, beef.",FR,"Dans les anciens livres de recettes, ce plat était présenté comme le moyen d'utiliser les restes de toutes sortes de viandes rôties, la tourte étant bordée et recouverte de purée de pommes de terre,.",0.55554587
EN,"== History ==
=== Cottage pie ===
The term was in use by 1791.",FR,"== Variantes ==
Il existe différentes variantes de ce plat :
le cumberland pie est une version recouverte d'une couche de chapelure ;
le fish pie, variante britannique au poisson ;
une version végétarienne peut être préparée avec du soja ou d'autres succédanés de viande (comme le  tofu ou le quorn), ou des légumineuses, comme les lentilles ou les pois chiches.Des plats similaires sont préparés dans de nombreux pays : 
le pastel de papa en Argentine ;
le pastelón de papa en République dominicaine, avec une couche de pommes de terre, une ou deux de viande, une autre couche de pommes de terre, le tout recouvert d'une couche de fromage ;
le hachis parmentier en France ;
le siniyet batata (littéralement « assiette de pommes de terre »), ou kibbet batata en Israel, Jordanie, Syrie et Liban ;
le pâté chinois au Québec et au Nouveau-Brunswick ;
le Kartofel'naya zapekanka (Картофельная запеканка) en Russie ;
le bolo de batata au Brésil (littéralement « gâteau de pommes de terre ») ;
l’empadão au Portugal, avec deux couches de purée de pomme de terre et une couche de bœuf haché au milieu.",0.4590389
EN,"== History ==
=== Cottage pie ===
The term was in use by 1791.",FR,Il pourrait cependant s'agir d'un cas d'étymologie populaire.,0.59083986
EN,"A more elaborate version by Auguste Escoffier, named Hachis de boeuf à Parmentier, consists of baked potatoes, the contents of which are removed, mixed with freshly-cooked diced beef, returned to the potato shells and covered with sauce lyonnaise.",FR,Il pourrait cependant s'agir d'un cas d'étymologie populaire.,0.4916501
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",FR,"La tendance actuelle est d'appeler shepherd's pie le mets préparé avec de la viande de mouton ou d'agneau, semblant suggérer qu'à l'origine les bergers étaient concernés par les ovins et non par les bovins,.",0.56958216
EN,Modern recipes for cottage pie typically use fresh beef.,FR,Il pourrait cependant s'agir d'un cas d'étymologie populaire.,0.51270133
EN,"(The modern English term ""hash"" derives from the French hachis, meaning food ""finely chopped"".",FR,"Dans les anciens livres de recettes, ce plat était présenté comme le moyen d'utiliser les restes de toutes sortes de viandes rôties, la tourte étant bordée et recouverte de purée de pommes de terre,.",0.47573498
EN,"Shepherd's pie, cottage pie, or in its French version hachis Parmentier, is a savoury dish of cooked minced meat topped with mashed potato and baked, formerly also called Sanders or Saunders.",FR,"== Variantes ==
Il existe différentes variantes de ce plat :
le cumberland pie est une version recouverte d'une couche de chapelure ;
le fish pie, variante britannique au poisson ;
une version végétarienne peut être préparée avec du soja ou d'autres succédanés de viande (comme le  tofu ou le quorn), ou des légumineuses, comme les lentilles ou les pois chiches.Des plats similaires sont préparés dans de nombreux pays : 
le pastel de papa en Argentine ;
le pastelón de papa en République dominicaine, avec une couche de pommes de terre, une ou deux de viande, une autre couche de pommes de terre, le tout recouvert d'une couche de fromage ;
le hachis parmentier en France ;
le siniyet batata (littéralement « assiette de pommes de terre »), ou kibbet batata en Israel, Jordanie, Syrie et Liban ;
le pâté chinois au Québec et au Nouveau-Brunswick ;
le Kartofel'naya zapekanka (Картофельная запеканка) en Russie ;
le bolo de batata au Brésil (littéralement « gâteau de pommes de terre ») ;
l’empadão au Portugal, avec deux couches de purée de pomme de terre et une couche de bœuf haché au milieu.",0.63631463
EN,"Shepherd's pie, cottage pie, or in its French version hachis Parmentier, is a savoury dish of cooked minced meat topped with mashed potato and baked, formerly also called Sanders or Saunders.",DE,"Shepherd’s Pie ist ein traditionelles Gericht der britischen und irischen Küche, in Irland auch als Cottage Pie (pióg an aoire) bekannt.",0.6672036
EN,The meat used may be either previously cooked or freshly minced.,DE,"== Zusammensetzung ==
Der Shepherd’s Pie besteht grundsätzlich aus zwei Schichten; die untere besteht aus Hackfleisch, die obere aus pürierten oder sehr fein geriebenen Kartoffeln.",0.567178
EN,The usual meats are beef or lamb.,DE,"Das Hackfleisch ist üblicherweise Lammfleisch (daher der Name „Schäferkuchen“), allerdings wird diese Speise gerne auch aus Fleischresten des Sonntagsbratens (Sunday roast) hergestellt.",0.60095096
EN,"The two English terms have been used interchangeably since they came into use in the late 18th and early 19th centuries, although some writers insist that a shepherd's pie should contain lamb or mutton, and a cottage pie, beef.",DE,"Für die Fleischschicht wird üblicherweise das Hackfleisch zusammen mit feinen Zwiebelwürfeln in der Pfanne angebraten, anschließend lässt man es in der Brühe köcheln.",0.38045666
EN,"== History ==
=== Cottage pie ===
The term was in use by 1791.",DE,"Gerne werden auch andere Zutaten dazu gegeben wie zum Beispiel Knoblauch, gehackte Karotten, Erbsen oder anderes Gemüse sowie Kräuter wie Rosmarin oder Oregano.",0.28022143
EN,"Parson Woodforde mentions ""Cottage-Pye"" in his diary entry for 29 August 1791 and several times thereafter.",DE,"Oft wird auch Tomatenmark verwendet, seltener Wein.",0.46934587
EN,He records that the meat was veal but does not say what the topping was.,DE,"Die obere Schicht besteht aus Kartoffelpüree, dem Butter und manchmal auch Käse beigegeben wird.",0.49529815
EN,"The dish was known in its present form, though not under the same name, in the early 19th century: in 1806 Maria Rundell published a recipe for ""Sanders"", consisting of the same ingredients as cottage or shepherd's pie: minced beef or mutton, with onion and gravy, topped with mashed potato and baked as individual servings.",DE,Zur Dekoration kann diese Schicht auch mit der Spritztüte auf die Fleischschicht aufgetragen werden.,0.4430698
EN,"Sanders or Saunders could also have a filling of sliced meat.In 20th-century and later use the term cottage pie has widely, but not exclusively, been used for a dish of chopped or minced beef with a mashed potato topping.",DE,Manchmal wird zuletzt obenauf noch eine dünne Käseschicht aufgestreut.,0.51435924
EN,The beef may be fresh or previously cooked; the latter was at one time more usual.,DE,"Der „Kuchen“ wird danach im Ofen gebacken, bis er oben goldbraun und leicht knusprig wird.",0.47949958
EN,Well into the 20th century the absence of refrigeration made it expedient in many domestic kitchens to store cooked meat rather than raw.,DE,"== Variationen ==
Dasselbe Gericht mit Fisch anstelle des Fleischs wird „Fisherman’s Pie“ genannt oder, wenn es in einer Sahnesoße serviert wird, auch „Admiral’s Pie“.",0.4716463
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",DE,"In Australien wird häufig ein industriell vorbereiteter Hackfleischteig verwendet, mit Kartoffelpüree bedeckt wird er dort „Potato Pie“ genannt, in Neuseeland spricht man von „Potato Top Pie“.",0.42305994
EN,Modern recipes for cottage pie typically use fresh beef.,DE,Die nordamerikanische Variante heißt „Chinese Pie“ oder „Cowboy Pie“.,0.47944468
EN,"=== Shepherd's pie ===
A recipe for shepherd's pie published in Edinburgh in 1849 in The Practice of Cookery and Pastry specifies cooked meat of any kind, sliced rather than minced, covered with mashed potato and baked.",DE,Hier wird allerdings zwischen Fleisch und Kartoffel noch eine Schicht aus Mais und Ketchup eingefügt.,0.48814934
EN,In the 1850s the term was also used for a Scottish dish that contained a mutton and diced potato filling inside a pastry crust.,DE,Im französischsprachigen Kanada heißt diese Variante „Pâté chinois“ (dt.,0.5024874
EN,"Neither shepherd's pie nor cottage pie was mentioned in the original edition of Mrs Beeton's Household Management in 1861.More recently ""shepherd's pie"" has generally been used for a potato-topped dish of minced lamb.",DE,: Chinesische Pastete).,0.53984874
EN,"According to the Oxford Companion to Food, ""In keeping with the name, the meat should be mutton or lamb; and it is usually cooked meat left over from a roast"".",DE,Oft wird der Mais auch durch Erbsen und Karotten ersetzt.,0.4831182
EN,"As with beef, it was commonplace in the days before refrigeration to cook a Sunday joint to last in various guises throughout the week.",DE,Im Nordosten der USA werden oft grüne Bohnen statt Mais als Zwischenschicht eingefügt.,0.50644183
EN,"Dorothy Hartley quotes a traditional verse, ""Vicarage mutton"", showing not only the uses to which the joint was put, but also the interchangeability of the terms ""shepherd's"" and ""cottage"" pie:
=== Hachis Parmentier ===
The dish Hachis Parmentier is named after Antoine-Augustin Parmentier, who popularised the potato in French cuisine in the late 18th century.",DE,Die „Mittlerer-Westen“-Version wird mit einer Zwischenschicht aus Pilzsoße und grünen Bohnen zubereitet und länger im Ofen gelassen.,0.48726025
EN,It is documented from the late 19th century.,DE,Bei der vegetarischen Variante des „Shepherd’s Pie“ wird an Stelle der Fleischschicht eine Lage aus dicken Bohnen oder anderen stark proteinhaltigen Gemüsen verwendet.,0.33790198
EN,It is usually made with chopped or minced lamb or beef; in either case it may be made with either fresh or left-over cooked meat.,DE,„Hachis parmentier“ (dt.,0.46883687
EN,"(The modern English term ""hash"" derives from the French hachis, meaning food ""finely chopped"".",DE,": „Hackfleisch Parmentier“, benannt nach dem Initiator und Förderer des französischen Kartoffelanbaus Antoine Parmentier) ist ein beliebtes französisches Essen, das dem Shepherd’s Pie sehr ähnlich ist.",0.53849256
EN,)In some recipes a layer of sauté potatoes is put in the cooking dish before the meat filling and mashed potato topping are added.,DE,"Es wird üblicherweise zuhause zubereitet, in Restaurants ist es eher selten zu finden.",0.48105866
EN,"A more elaborate version by Auguste Escoffier, named Hachis de boeuf à Parmentier, consists of baked potatoes, the contents of which are removed, mixed with freshly-cooked diced beef, returned to the potato shells and covered with sauce lyonnaise.",DE,Auch hier wird gerne Übriggebliebenes verwertet.,0.53749454
EN,"== Variations ==
There are no universally agreed ingredients for any of the three dishes.",DE,Die türkische Variante heißt „Hasanpaşa Köfte“ (Hasan-Pascha-Frikadellen).,0.4315667
EN,"The 24 recipes cited in the table show the varieties of titles and ingredients recommended by cooks and food writers from Australia, Britain, Canada, France and the US.",DE,"Hier werden Frikadellen zu kleinen Schälchen geformt, mit Kartoffelpüree gefüllt und mit Tomatensauce übergossen.",0.382173
EN,"== Similar dishes ==
Fillings for other pies with a mashed potato topping are numerous, and include artichoke hearts and red peppers; black pudding; chicken and spinach; chorizo; curried chicken; duck; rabbit; salmon; salt cod; turkey and ham; and flaked white fish with shrimps, in a white sauce.Other pies with non-pastry toppings include:",DE,Oft werden auch Erbsen als Zwischenschicht eingefüllt.,0.5204419
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",DE,Die nordamerikanische Variante heißt „Chinese Pie“ oder „Cowboy Pie“.,0.37596726
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",DE,Auch hier wird gerne Übriggebliebenes verwertet.,0.5670649
EN,"The two English terms have been used interchangeably since they came into use in the late 18th and early 19th centuries, although some writers insist that a shepherd's pie should contain lamb or mutton, and a cottage pie, beef.",DE,"Oft wird auch Tomatenmark verwendet, seltener Wein.",0.45221487
EN,"== History ==
=== Cottage pie ===
The term was in use by 1791.",DE,"Gerne werden auch andere Zutaten dazu gegeben wie zum Beispiel Knoblauch, gehackte Karotten, Erbsen oder anderes Gemüse sowie Kräuter wie Rosmarin oder Oregano.",0.28022143
EN,"== History ==
=== Cottage pie ===
The term was in use by 1791.",DE,"Gerne werden auch andere Zutaten dazu gegeben wie zum Beispiel Knoblauch, gehackte Karotten, Erbsen oder anderes Gemüse sowie Kräuter wie Rosmarin oder Oregano.",0.28022143
EN,"A more elaborate version by Auguste Escoffier, named Hachis de boeuf à Parmentier, consists of baked potatoes, the contents of which are removed, mixed with freshly-cooked diced beef, returned to the potato shells and covered with sauce lyonnaise.",DE,"Oft wird auch Tomatenmark verwendet, seltener Wein.",0.41659284
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",DE,"Oft wird auch Tomatenmark verwendet, seltener Wein.",0.38472536
EN,Modern recipes for cottage pie typically use fresh beef.,DE,"Das Hackfleisch ist üblicherweise Lammfleisch (daher der Name „Schäferkuchen“), allerdings wird diese Speise gerne auch aus Fleischresten des Sonntagsbratens (Sunday roast) hergestellt.",0.51133597
EN,"(The modern English term ""hash"" derives from the French hachis, meaning food ""finely chopped"".",DE,"Für die Fleischschicht wird üblicherweise das Hackfleisch zusammen mit feinen Zwiebelwürfeln in der Pfanne angebraten, anschließend lässt man es in der Brühe köcheln.",0.4347652
EN,"Shepherd's pie, cottage pie, or in its French version hachis Parmentier, is a savoury dish of cooked minced meat topped with mashed potato and baked, formerly also called Sanders or Saunders.",DE,Im französischsprachigen Kanada heißt diese Variante „Pâté chinois“ (dt.,0.6348138
EN,"Shepherd's pie, cottage pie, or in its French version hachis Parmentier, is a savoury dish of cooked minced meat topped with mashed potato and baked, formerly also called Sanders or Saunders.",IT,Il cottage pie o shepherd's pie (in italiano pasticcio del pastore) è un pasticcio di carne ricoperto da una purea di patate.,0.72132254
EN,The meat used may be either previously cooked or freshly minced.,IT,"Sebbene nella storia i due termini siano stati usati come sinonimi, alcuni sostengono che nel ""cottage pie"" si usa il manzo, mentre nello ""shepherd's pie"" l'agnello.",0.45247743
EN,The usual meats are beef or lamb.,IT,In Francia è popolare una variante nota come hachis Parmentier.,0.55811405
EN,"The two English terms have been used interchangeably since they came into use in the late 18th and early 19th centuries, although some writers insist that a shepherd's pie should contain lamb or mutton, and a cottage pie, beef.",IT,"La ricetta ha molte varianti, ma gli ingredienti distintivi sono carne rossa macinata, cucinata in un sugo di carne o in un sugo con cipolle e talvolta altre verdure come piselli, sedano o carote, e ricoperta da uno strato di purea di patate prima della cottura.",0.5401082
EN,"== History ==
=== Cottage pie ===
The term was in use by 1791.",IT,A volte si aggiunge del formaggio grattugiato sopra per formare un strato di formaggio sciolto.,0.4761969
EN,"Parson Woodforde mentions ""Cottage-Pye"" in his diary entry for 29 August 1791 and several times thereafter.",IT,"== Storia ==
=== Cottage pie ===
Il termine era in uso già nel 1791, poiché Parson Woodforde menziona il ""Cottage-Pye"" nel suo diario in data 29 agosto 1791, e numerose volte di seguito.",0.9090984
EN,He records that the meat was veal but does not say what the topping was.,IT,Egli riporta che la carne era di vitello ma non dice con cosa veniva preparata la copertura.,0.9031396
EN,"The dish was known in its present form, though not under the same name, in the early 19th century: in 1806 Maria Rundell published a recipe for ""Sanders"", consisting of the same ingredients as cottage or shepherd's pie: minced beef or mutton, with onion and gravy, topped with mashed potato and baked as individual servings.",IT,"Nel XX secolo e successivamente, il termine è stato usato largamente, ma non esclusivamente, per un piatto di carne di manzo tagliata o macinata con una copertura di patate schiacciate.",0.62444395
EN,"Sanders or Saunders could also have a filling of sliced meat.In 20th-century and later use the term cottage pie has widely, but not exclusively, been used for a dish of chopped or minced beef with a mashed potato topping.",IT,"Il manzo poteva essere sia fresco sia, e più frequentemente, cucinato precedentemente.",0.57734466
EN,The beef may be fresh or previously cooked; the latter was at one time more usual.,IT,"Durante il XX secolo, l'impossibilità di congelare gli alimenti rese utile la conservazione di carne cotta piuttosto che cruda.",0.60785174
EN,Well into the 20th century the absence of refrigeration made it expedient in many domestic kitchens to store cooked meat rather than raw.,IT,"Negli anni '40, il cuoco Louis Diat ricordò la sua infanzia: ""quando le casalinghe compravano la carne per la domenica, sceglievano dei pezzi tanto grandi che rimanessero gli avanzi per molti giorni"".",0.6341882
EN,"In the 1940s the chef Louis Diat recalled of his childhood days, ""when housewives bought their Sunday meat they selected pieces large enough to make into leftover dishes for several days"".",IT,Le ricette moderne per il cottage pie tipicamente usano manzo fresco.,0.5526589
EN,Modern recipes for cottage pie typically use fresh beef.,IT,"=== Shepherd's pie ===
Secondo il dizionario statunitense di Merriam-Webster, il primo utilizzo del termine shepherd's pie risale al 1854.",0.5493773
EN,"=== Shepherd's pie ===
A recipe for shepherd's pie published in Edinburgh in 1849 in The Practice of Cookery and Pastry specifies cooked meat of any kind, sliced rather than minced, covered with mashed potato and baked.",IT,"Nell'uso britannico negli anni 1850, il termine si riferiva a un piatto scozzese che prevedeva una pasta sfoglia ripiena di carne di montone e patate a dadini.",0.61662614
EN,In the 1850s the term was also used for a Scottish dish that contained a mutton and diced potato filling inside a pastry crust.,IT,"Né lo shepherd's pie né il cottage pie sono stati menzionati nella prima edizione del Household Management di Isabella Beeton del 1861.Più di recente, ""shepherd's pie"" viene usato per un piatto di agnello macinato ricoperto di patate.",0.6913706
EN,"Neither shepherd's pie nor cottage pie was mentioned in the original edition of Mrs Beeton's Household Management in 1861.More recently ""shepherd's pie"" has generally been used for a potato-topped dish of minced lamb.",IT,"Secondo l'Oxford Companion to Food,
Come per il manzo, era di uso comune, in assenza di congelatore, cucinare un tocco di carne la domenica che durasse per l'intera settimana.",0.55612177
EN,"According to the Oxford Companion to Food, ""In keeping with the name, the meat should be mutton or lamb; and it is usually cooked meat left over from a roast"".",IT,"Dorothy Hartley cita una vecchia poesia, ""Vicarage mutton"", che mostra non solo i diversi usi del tocco di carne avanzato, ma anche che i termini ""shepherd's"" e ""cottage"" erano intercambiabili:
=== Hachis Parmentier ===
Il piatto prende il nome da Antoine-Augustin Parmentier, che rese popolare la patata nella cucina francese alla fine del XVIII secolo.",0.6346808
EN,"As with beef, it was commonplace in the days before refrigeration to cook a Sunday joint to last in various guises throughout the week.",IT,È documentato dalla fine del XIX secolo.,0.40084583
