LANGUAGE1,SENTENCE1,LANGUAGE2,SENTENCE2,COSINE SIMILARITY
DE,"Wenn diese Innereien gar sind, werden sie in kleine Stücke geschnitten und mit Salz und Pfeffer gewürzt, sowie mit Muskatnuss, etwas Muskatblüte (Macis), gehackten Zwiebeln, dem Nierenfett und dem Hafermehl vermischt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.6522501
DE,"Die Mischung wird in den erneut gewendeten Magen gefüllt, der jedoch nicht ganz gefüllt werden darf, da das Hafermehl beim Kochen aufquillt und dafür Raum benötigt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.5834426
DE,Nach dem Füllen wird er mit Küchengarn zugenäht und mit einer Gabel rundherum eingestochen.,IT,L'usanza prescrive che sia tagliato rigorosamente con una spada.,0.6354019
DE,"Das verhindert das Platzen beim Kochen, da er mindestens drei Stunden in kochendem Wasser gar werden muss.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.3927098
DE,Anschließend legt man ihn auf eine Servierplatte und entfernt das Küchengarn.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.40382403
DE,Aufgeschnitten wird der Haggis erst bei Tisch.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.5076363
DE,Der paunch (Magen) selbst ist Hülle und wird nicht verzehrt.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.56195503
DE,"== Rituale beim Burns Supper ==
Beim Burns Supper, dem jährlichen Gedenkfest am 25.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.5162627
DE,"Januar zu Ehren des schottischen Nationaldichters Robert Burns, wird vor dem Servieren bei Kerzenlicht zunächst mit dem Dudelsack ein Reel gespielt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.50180835
DE,"Dann trägt das Familienoberhaupt (oder der Wirt des Restaurants, in dem man die Burns Night feiert) – vor einer schottischen Flagge stehend – das Gedicht Address to a Haggis von Robert Burns vor.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.42286348
DE,"Mitten in der dritten Strophe („cut ye up wi ready slight“) wird der kochend heiße Haggis mit einem Schwert oder einem Dolch aufgeschnitten, so dass die Innereien auslaufen und sich über die ganze Servierplatte verteilen.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.49843097
DE,"Die Burns Night mit dem Haggis-Essen ist auch ein wichtiges Ereignis, bei dem die schottischen Männer ihren vollständigen Clan-Tartan tragen.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.45512286
DE,"== Sonstiges ==
In seinem Gedicht aus 1786 Address to a Haggis (dt.",IT,L'haggis è un insaccato tradizionale della cucina scozzese.,0.66305435
DE,: Ode an den Haggis) lobte Robert Burns dieses schottische Nationalgericht als den „Great Chieftain o’ the Puddin-race“ (deutsch etwa: „Großer Häuptling des Pasteten-Stammes“).,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.47918993
DE,"Da außerhalb Schottlands, vor allem auch in England, oft Witze und abfällige Äußerungen über dieses schottische Gericht gemacht werden, revanchieren sich die Schotten, indem sie englische Besucher mit zwei Witzgeschichten über ein angebliches Haggis-Tier (vergleichbar etwa dem bayerischen Wolpertinger) auf den Arm nehmen.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.43075812
DE,So wird hauptsächlich von zwei verschiedenen Haggis-Arten berichtet: Den Low-flying-Haggis und den Left-driving-Haggis.,IT,"Il preparato gastronomico è considerato un simbolo della tradizione scozzese, celebrato da Robert Burns come piatto nazionale della Scozia nella poesia Address to a Haggis del 1787.",0.504403
DE,"Erstere flögen so schnell in geringer Höhe über das Heidekraut der Highlands hinweg, dass man sie nie zu sehen bekomme.",IT,"Il preparato gastronomico è considerato un simbolo della tradizione scozzese, celebrato da Robert Burns come piatto nazionale della Scozia nella poesia Address to a Haggis del 1787.",0.51812154
DE,"Letztere hätten links kürzere Beine als rechts, um so an den steilen Hängen der Highlands besser stehen zu können – allerdings verursache diese anatomische Besonderheit bei der Fortbewegung eine ständige Linkskurve (vergleiche Dahu oder Hanghuhn).",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.41678265
DE,Die Jagdsaison auf das Haggis sei kurz und umfasse nur wenige Tage Ende Januar.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.39362437
DE,"Um ein Haggis zu fangen, treibe man es am besten in flaches Land, dann kippe es, wegen der ungleich langen Beine, um und könne nicht mehr fliehen.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.48748624
DE,Der Dudelsack wurde demnach angeblich ursprünglich auf der Haggis-Jagd zur Erzeugung der Paarungslaute gebraucht und sei deshalb auch heute noch wichtiger Bestandteil jeder Haggis-Jagd.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.44627917
DE,In Souvenirläden sind inzwischen diverse „Haggis-Tiere“ im Angebot.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.44838762
DE,Die Tradition der Haggiserzählungen hat Eingang in die schottische Volkskultur gefunden und wird auch für Fernsehwerbung verwendet.,IT,"Il preparato gastronomico è considerato un simbolo della tradizione scozzese, celebrato da Robert Burns come piatto nazionale della Scozia nella poesia Address to a Haggis del 1787.",0.64683306
DE,"Im Jahr 2009 behauptete die britische Historikerin Catherine Brown, dass das Gericht bereits 1615 erstmals in einem englischen Rezeptbuch erschienen und daher englischen Ursprungs sei.",IT,"Il preparato gastronomico è considerato un simbolo della tradizione scozzese, celebrato da Robert Burns come piatto nazionale della Scozia nella poesia Address to a Haggis del 1787.",0.5460331
DE,Die Erwähnung in dem Gedicht des Schotten Burns (siehe oben) datiere aus dem Jahr 1747.,IT,L'usanza prescrive che sia tagliato rigorosamente con una spada.,0.56839526
DE,Diese Darstellung wird jedoch besonders in Schottland stark angezweifelt.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.4487698
DE,"Die Einfuhr in die USA ist verboten, da Haggis Schafslunge enthält.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.4223734
DE,"Das verhindert das Platzen beim Kochen, da er mindestens drei Stunden in kochendem Wasser gar werden muss.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.3927098
DE,"Das verhindert das Platzen beim Kochen, da er mindestens drei Stunden in kochendem Wasser gar werden muss.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.3927098
DE,In Souvenirläden sind inzwischen diverse „Haggis-Tiere“ im Angebot.,IT,L'usanza prescrive che sia tagliato rigorosamente con una spada.,0.55945826
DE,"== Allgemeines ==
Obwohl Haggis als typisch schottisches Gericht gilt, wurden nachweislich bereits in der Antike Tiermägen oder Tierdärme gefüllt mit Innereien von den Römern verzehrt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.5235932
DE,"Das verhindert das Platzen beim Kochen, da er mindestens drei Stunden in kochendem Wasser gar werden muss.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.3927098
DE,"Januar zu Ehren des schottischen Nationaldichters Robert Burns, wird vor dem Servieren bei Kerzenlicht zunächst mit dem Dudelsack ein Reel gespielt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.50180835
DE,"Haggis ist mit Pfeffer scharf gewürzt, und das Hafermehl verleiht ihm eine etwas schwerere Konsistenz als Wurst.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.5443475
DE,In Souvenirläden sind inzwischen diverse „Haggis-Tiere“ im Angebot.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.44838762
DE,Diese Darstellung wird jedoch besonders in Schottland stark angezweifelt.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.4487698
DE,"== Allgemeines ==
Obwohl Haggis als typisch schottisches Gericht gilt, wurden nachweislich bereits in der Antike Tiermägen oder Tierdärme gefüllt mit Innereien von den Römern verzehrt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.5235932
DE,"== Sonstiges ==
In seinem Gedicht aus 1786 Address to a Haggis (dt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.49710903
DE,"Die Einfuhr in die USA ist verboten, da Haggis Schafslunge enthält.",IT,L'haggis è un insaccato tradizionale della cucina scozzese.,0.5865365
DE,In Souvenirläden sind inzwischen diverse „Haggis-Tiere“ im Angebot.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.44838762
DE,"Die Burns Night mit dem Haggis-Essen ist auch ein wichtiges Ereignis, bei dem die schottischen Männer ihren vollständigen Clan-Tartan tragen.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.45512286
DE,"Erstere flögen so schnell in geringer Höhe über das Heidekraut der Highlands hinweg, dass man sie nie zu sehen bekomme.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.45280135
DE,"Letztere hätten links kürzere Beine als rechts, um so an den steilen Hängen der Highlands besser stehen zu können – allerdings verursache diese anatomische Besonderheit bei der Fortbewegung eine ständige Linkskurve (vergleiche Dahu oder Hanghuhn).",IT,Si serve anche con altri contorni o con una salsa a base di whisky.,0.46540892
DE,"== Sonstiges ==
In seinem Gedicht aus 1786 Address to a Haggis (dt.",IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.49710903
DE,Anschließend legt man ihn auf eine Servierplatte und entfernt das Küchengarn.,IT,"== Preparazione ==
Il budello viene riempito con interiora di pecora (cuore, polmone, fegato), macinate insieme a cipolla, grasso di rognone, farina d'avena, sale e spezie, mescolati con brodo.",0.40382403
DE,Aufgeschnitten wird der Haggis erst bei Tisch.,IT,"Il preparato gastronomico è considerato un simbolo della tradizione scozzese, celebrato da Robert Burns come piatto nazionale della Scozia nella poesia Address to a Haggis del 1787.",0.6099879
DE,"Das verhindert das Platzen beim Kochen, da er mindestens drei Stunden in kochendem Wasser gar werden muss.",IT,"Il preparato gastronomico è considerato un simbolo della tradizione scozzese, celebrato da Robert Burns come piatto nazionale della Scozia nella poesia Address to a Haggis del 1787.",0.5201753
DE,"== Allgemeines ==
Obwohl Haggis als typisch schottisches Gericht gilt, wurden nachweislich bereits in der Antike Tiermägen oder Tierdärme gefüllt mit Innereien von den Römern verzehrt.",IT,L'haggis è un insaccato tradizionale della cucina scozzese.,0.7046014
DE,"Haggis ist eine Spezialität aus der schottischen Küche und besteht aus dem Magen eines Schafes, paunch genannt, der mit Herz, Leber, Lunge, Nierenfett vom Schaf, Zwiebeln und Hafermehl gefüllt wird.",ES,El haggis es un plato escocés muy condimentado y de sabor intenso.,0.59821975
DE,"Haggis ist mit Pfeffer scharf gewürzt, und das Hafermehl verleiht ihm eine etwas schwerere Konsistenz als Wurst.",ES,"Normalmente se elabora a base de asaduras de cordero u oveja (pulmón, estómago, hígado y corazón) mezcladas con cebollas picadas, harina de avena, hierbas y especias, todo ello embutido en una bolsa hecha con el estómago del animal y cocido durante varias horas.",0.46335647
DE,Ähnliche Gerichte sind Pfälzer Saumagen und Grützwurst.,ES,"[1]​
== Historia ==
Este plato se consume tradicionalmente en la cena de Burns cada 25 de enero, día en el que se conmemora al poeta nacional de Escocia Robert Burns.",0.42049468
DE,"== Allgemeines ==
Obwohl Haggis als typisch schottisches Gericht gilt, wurden nachweislich bereits in der Antike Tiermägen oder Tierdärme gefüllt mit Innereien von den Römern verzehrt.",ES,"Burns escribió el poema Address to a Haggis, que comienza: Fair fa' your honest, sonsie face, Great chieftain o' the puddin-race!",0.5320484
DE,"Vergleichbare Gerichte gibt es auch heute in anderen Ländern, zum Beispiel in England hog puddings, die ähnlich auch in Wales und in Irland zubereitet werden.",ES,Aboon them a' ye tak your place... y se recita como parte de la cena de celebración.,0.418639
DE,"In Deutschland gibt es mit dem nordhessischen Weckewerk, dem Pfälzer Saumagen, dem niedersächsischen Calenberger Pfannenschlag, dem Bremer Knipp, der westfälischen Stippgrütze ähnliche, ursprünglich für die bäuerliche Schlachtresteverwertung gedachte Rezepturen.",ES,"En tiempos del poeta el haggis era un guiso popular entre los pobres, ya que  utilizaba las partes de la oveja que de otro modo hubieran sido desperdiciadas.",0.4770578
DE,In Rumänien wird das als Drob bekannte Gericht vor allem zu Ostern hergestellt.,ES,"[2]​
== Consumo y cultura popular ==
En 1971 Estados Unidos decretó que era ilegal importar haggis desde el Reino Unido, a causa de una prohibición sobre todos los alimentos que tuvieran pulmón de oveja, lo que constituye del 10 al 15 % de la receta original.",0.4727916
DE,"Haggis und ähnliche Gerichte wurden erfunden, um nach einer Schlachtung die schnell verderblichen Innereien des Tieres, im Allgemeinen vom Schwein, für einige Zeit haltbar zu machen.",ES,[3]​ La situación se tornó más complicada aún en 1989 cuando se prohibió la importación a Estados Unidos de todo tipo de carne de ternera y de cordero proveniente del Reino Unido a causa de la crisis por encefalopatía espongiforme bovina.,0.5970633
DE,"Daher wurden sie klein gehackt, gewürzt, gekocht und in einen Magen oder Darm als geeignete Hülle gefüllt.Traditionell werden zum Haggis Kohlrüben und Kartoffeln („neeps and tatties“) oder Clapshot gereicht.",ES,"[3]​ En el 2010 una portavoz del Departamento de Agricultura de Estados Unidos informó que se estaba revisando la prohibición sobre la importación de productos cárnicos, pero que la prohibición de importación de alimentos conteniendo pulmón de oveja se mantendría.",0.3648038
DE,Als Fast Food wird das Gericht auch in schottischen Chip-Shops mit Pommes frites serviert.,ES,"[3]​
Este plato es objeto de diversión para mucha gente.",0.46294352
DE,"Haggis wird inzwischen zunehmend als Bestandteil anderer Gerichte verwendet, etwa bei Balmoral Chicken, mit Haggis gefüllter und mit Schinkenspeck umwickelter Hühnerbrust.",ES,Aquellos que le preguntan a un escocés sobre él raramente obtienen una respuesta directa.,0.41150934
DE,"== Zubereitung ==
Der schottische Kochbuchautor Paul Harris schreibt in einem seiner Kochbücher als Einleitung zum Rezept für Haggis: 
Die Zubereitung eines Haggis dauert vier bis fünf Stunden.",ES,La «respuesta» habitual a qué es un haggis a menudo es: «Un haggis es una pequeña criatura de cuatro patas de las Tierras Altas de Escocia que tiene los miembros de un lado más cortos que los del otro.,0.6161878
DE,Der Magen muss in kaltem Wasser sorgfältig ausgewaschen werden.,ES,"Esto se debe a  que están bien adaptados a corretear por las colinas a una altitud constante, sin tener que ascender o descender.",0.45542872
DE,Dann muss man ihn von innen nach außen wenden und die letzten Reste der Magensäure und die festen Reste  Magenschleimhaut mit einem Messer sorgfältig durch Abschaben entfernen.,ES,Los haggis salvajes suelen ser muy agresivos.,0.44533038
DE,"Um die Magenwand nicht zu verletzen, wird dazu die ungeschliffene Seite der Messerklinge verwendet.",ES,"Sin embargo, se puede atrapar fácilmente a un haggis corriendo por la colina en dirección opuesta».",0.5392836
DE,"Das Herz, die Leber und die Lunge werden in einer leichten Fleischbrühe gar gekocht.",ES,"[4]​ Sorprendentemente, muchos turistas se creen este humorístico mito,[5]​[6]​ por lo que se quedan perplejos al oír la verdad.",0.44167346
DE,"Dabei ist darauf zu achten, dass das Ende der Luftröhre, das sich noch an der Lunge befindet, über den Rand des Kochtopfs gehängt wird und in eine Schüssel abtropfen kann.",ES,La palabra haggis también es utilizada en Escocia como un término despectivo: así se denomina en ocasiones a las personas algo gruesas.,0.46325147
DE,"Wenn diese Innereien gar sind, werden sie in kleine Stücke geschnitten und mit Salz und Pfeffer gewürzt, sowie mit Muskatnuss, etwas Muskatblüte (Macis), gehackten Zwiebeln, dem Nierenfett und dem Hafermehl vermischt.",ES,"[3]​
Este plato es objeto de diversión para mucha gente.",0.33098558
DE,"Die Mischung wird in den erneut gewendeten Magen gefüllt, der jedoch nicht ganz gefüllt werden darf, da das Hafermehl beim Kochen aufquillt und dafür Raum benötigt.",ES,Los haggis salvajes suelen ser muy agresivos.,0.46471268
DE,Nach dem Füllen wird er mit Küchengarn zugenäht und mit einer Gabel rundherum eingestochen.,ES,Aquellos que le preguntan a un escocés sobre él raramente obtienen una respuesta directa.,0.509483
DE,"Das verhindert das Platzen beim Kochen, da er mindestens drei Stunden in kochendem Wasser gar werden muss.",ES,"[1]​
== Historia ==
Este plato se consume tradicionalmente en la cena de Burns cada 25 de enero, día en el que se conmemora al poeta nacional de Escocia Robert Burns.",0.39817572
DE,Anschließend legt man ihn auf eine Servierplatte und entfernt das Küchengarn.,ES,"[3]​ En el 2010 una portavoz del Departamento de Agricultura de Estados Unidos informó que se estaba revisando la prohibición sobre la importación de productos cárnicos, pero que la prohibición de importación de alimentos conteniendo pulmón de oveja se mantendría.",0.38251925
DE,Aufgeschnitten wird der Haggis erst bei Tisch.,ES,"[2]​
== Consumo y cultura popular ==
En 1971 Estados Unidos decretó que era ilegal importar haggis desde el Reino Unido, a causa de una prohibición sobre todos los alimentos que tuvieran pulmón de oveja, lo que constituye del 10 al 15 % de la receta original.",0.5200975
DE,Der paunch (Magen) selbst ist Hülle und wird nicht verzehrt.,ES,"[3]​ En el 2010 una portavoz del Departamento de Agricultura de Estados Unidos informó que se estaba revisando la prohibición sobre la importación de productos cárnicos, pero que la prohibición de importación de alimentos conteniendo pulmón de oveja se mantendría.",0.4341352
DE,"== Rituale beim Burns Supper ==
Beim Burns Supper, dem jährlichen Gedenkfest am 25.",ES,"Sin embargo, se puede atrapar fácilmente a un haggis corriendo por la colina en dirección opuesta».",0.54964
DE,"Januar zu Ehren des schottischen Nationaldichters Robert Burns, wird vor dem Servieren bei Kerzenlicht zunächst mit dem Dudelsack ein Reel gespielt.",ES,"[2]​
== Consumo y cultura popular ==
En 1971 Estados Unidos decretó que era ilegal importar haggis desde el Reino Unido, a causa de una prohibición sobre todos los alimentos que tuvieran pulmón de oveja, lo que constituye del 10 al 15 % de la receta original.",0.521554
DE,"Dann trägt das Familienoberhaupt (oder der Wirt des Restaurants, in dem man die Burns Night feiert) – vor einer schottischen Flagge stehend – das Gedicht Address to a Haggis von Robert Burns vor.",ES,"Esto se debe a  que están bien adaptados a corretear por las colinas a una altitud constante, sin tener que ascender o descender.",0.44813454
DE,"Mitten in der dritten Strophe („cut ye up wi ready slight“) wird der kochend heiße Haggis mit einem Schwert oder einem Dolch aufgeschnitten, so dass die Innereien auslaufen und sich über die ganze Servierplatte verteilen.",ES,"Esto se debe a  que están bien adaptados a corretear por las colinas a una altitud constante, sin tener que ascender o descender.",0.44070005
